../qchem_0169.out: Total energy in the final basis set =    -7008.7571526017
../qchem_0169.out: Total energy in the final basis set =    -7008.9324230949
../qchem_0170.out: Total energy in the final basis set =    -7008.7542153763
../qchem_0170.out: Total energy in the final basis set =    -7008.9324681520
../qchem_0171.out: Total energy in the final basis set =    -7008.7515172046
../qchem_0171.out: Total energy in the final basis set =    -7008.9325110082
../qchem_0172.out: Total energy in the final basis set =    -7008.7490361572
../qchem_0172.out: Total energy in the final basis set =    -7008.9325514739
../qchem_0173.out: Total energy in the final basis set =    -7008.7467520626
../qchem_0173.out: Total energy in the final basis set =    -7008.9325894773
../qchem_0174.out: Total energy in the final basis set =    -7008.7446465265
../qchem_0174.out: Total energy in the final basis set =    -7008.9326250238
../qchem_0175.out: Total energy in the final basis set =    -7008.9888604765
../qchem_0175.out: Total energy in the final basis set =    -7008.7903106031
../qchem_0176.out: Total energy in the final basis set =    -7009.0011581969
../qchem_0176.out: Total energy in the final basis set =    -7008.8290226423
../qchem_0177.out: Total energy in the final basis set =    -7009.0023324935
../qchem_0177.out: Total energy in the final basis set =    -7008.8580514138
../qchem_0178.out: Total energy in the final basis set =    -7008.9964770108
../qchem_0178.out: Total energy in the final basis set =    -7008.8794967465
../qchem_0179.out: Total energy in the final basis set =    -7008.9862525092
../qchem_0179.out: Total energy in the final basis set =    -7008.8950583589
../qchem_0180.out: Total energy in the final basis set =    -7008.9733721584
../qchem_0180.out: Total energy in the final basis set =    -7008.9061332813
../qchem_0181.out: Total energy in the final basis set =    -7008.9589613722
../qchem_0181.out: Total energy in the final basis set =    -7008.9138760952
../qchem_0182.out: Total energy in the final basis set =    -7008.9437921888
../qchem_0182.out: Total energy in the final basis set =    -7008.9192302931
../qchem_0183.out: Total energy in the final basis set =    -7008.9284149574
../qchem_0183.out: Total energy in the final basis set =    -7008.9229358749
../qchem_0184.out: Total energy in the final basis set =    -7008.9132261914
../qchem_0184.out: Total energy in the final basis set =    -7008.9255368844
../qchem_0185.out: Total energy in the final basis set =    -7008.8985061074
../qchem_0185.out: Total energy in the final basis set =    -7008.9274065282
../qchem_0186.out: Total energy in the final basis set =    -7008.8844432107
../qchem_0186.out: Total energy in the final basis set =    -7008.9287871371
../qchem_0187.out: Total energy in the final basis set =    -7008.8711538303
../qchem_0187.out: Total energy in the final basis set =    -7008.8570892716
../qchem_0188.out: Total energy in the final basis set =    -7008.8586996327
../qchem_0188.out: Total energy in the final basis set =    -7008.8511738279
../qchem_0189.out: Total energy in the final basis set =    -7008.8471016369
../qchem_0189.out: Total energy in the final basis set =    -7008.9052225928
../qchem_0190.out: Total energy in the final basis set =    -7008.8363527252
../qchem_0191.out: Total energy in the final basis set =    -7008.8264267132
../qchem_0192.out: Total energy in the final basis set =    -7008.8172853693
../qchem_0193.out: Total energy in the final basis set =    -7008.8088834399
../qchem_0194.out: Total energy in the final basis set =    -7008.8011724348
../qchem_0195.out: Total energy in the final basis set =    -7008.7941028898
../qchem_0196.out: Total energy in the final basis set =    -7008.7876261340
../qchem_0197.out: Total energy in the final basis set =    -7008.7816954208
../qchem_0198.out: Total energy in the final basis set =    -7008.7762661184
../qchem_0199.out: Total energy in the final basis set =    -7008.7712965851
../qchem_0200.out: Total energy in the final basis set =    -7008.7667476714
../qchem_0201.out: Total energy in the final basis set =    -7008.7625830192
../qchem_0202.out: Total energy in the final basis set =    -7008.7587690166
../qchem_0203.out: Total energy in the final basis set =    -7008.7552744908
../qchem_0204.out: Total energy in the final basis set =    -7008.7520708422
../qchem_0205.out: Total energy in the final basis set =    -7008.7491317128
../qchem_0206.out: Total energy in the final basis set =    -7008.7464329142
../qchem_0207.out: Total energy in the final basis set =    -7008.7439523173
../qchem_0208.out: Total energy in the final basis set =    -7008.7416696341
../qchem_0209.out: Total energy in the final basis set =    -7008.7395661387
